X Coordinate,Y Coordinate,Measured Depth (m),Deviation (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Production-Casing Weight (kg/m),Bore. Temp. (degC),Prod. Formation,Porosity (fraction),Permeability (darcy),OIL Prod. (e3m3/month)
314.3,775.0,1748.0,False.,53.6,177.8,34.2,41.0,Shale-Sand,0.143,3.07,23.15
524.3,214.0,1044.0,False.,35.7,114.3,14.1,29.0,Shale-Sand,0.191,2.58,37.98
607.5,463.0,729.7,False.,,177.8,,28.0,Shale-Sand,0.174,7.94,40.95
344.8,467.0,1338.7,False.,,139.7,,45.0,Shale-Sand,0.164,3.05,95.38
527.0,382.0,1024.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.188,3.45,32.7
595.8,631.0,561.0,True.,,177.8,34.2,,Shale-Sand,0.073,1.02,2.47
430.5,316.0,1571.2,True.,,114.3,,47.0,Sand,0.259,16.09,465.13
343.7,325.0,2585.0,False.,,139.7,,62.0,Shale-Sand,0.218,3.14,31.49
104.1,733.0,1695.0,True.,35.7,139.7,20.8,,Shale-Sand,0.261,11.13,171.09
511.5,92.0,965.0,False.,35.7,139.7,23.1,27.0,Shale-Sand,0.172,1.59,37.47
575.4,608.0,504.4,True.,48.1,177.8,25.3,,Sand,0.258,15.28,338.23
414.6,294.0,1777.0,False.,,114.3,,60.0,Shale-Sand,0.018,0.46,3.55
601.8,477.0,702.0,False.,,177.8,,28.0,Shale-Sand,0.098,2.04,12.1
587.2,509.0,635.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.124,0.7,25.59
215.4,606.0,1946.0,False.,35.7,139.7,25.3,60.0,Shale,0.0,0.23,0.29
611.8,447.0,686.0,False.,48.7,177.8,29.8,24.0,Shale-Sand,0.208,2.68,52.56
635.6,403.0,685.8,False.,,114.3,,25.0,Shale-Sand,0.151,11.21,102.17
378.1,383.0,1909.0,False.,35.7,139.7,23.1,58.0,Shale-Sand,0.074,2.55,9.11
609.9,40.0,1161.0,True.,35.7,139.7,20.8,38.0,Shale-Sand,0.162,1.42,13.48
416.5,359.0,1372.8,False.,,114.3,,41.0,Shale-Sand,0.083,1.15,5.57
518.9,399.0,999.0,False.,,139.7,,32.0,Shale-Sand,0.121,4.04,50.99
621.6,376.0,960.0,True.,41.6,139.7,20.8,,Sand,0.359,21.45,464.23
132.2,1082.0,1676.4,False.,,177.8,14.1,71.0,Shale-Sand,0.239,6.58,92.91
595.8,524.0,640.0,False.,,177.8,,23.0,Shale-Sand,0.098,3.24,51.4
107.5,628.0,3820.0,True.,59.5,193.7,59.0,101.0,Shale-Sand,0.124,1.42,5.78
584.5,383.0,883.0,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.066,1.03,8.76
579.3,610.0,690.0,True.,48.1,177.8,25.3,17.0,Shale-Sand,0.18,0.88,33.55
293.2,656.0,2499.4,False.,,139.7,,69.0,Shale-Sand,0.14,10.64,48.5
500.6,175.0,1304.0,True.,,139.7,,35.0,Shale-Sand,0.093,1.42,5.54
397.6,354.0,1650.0,False.,35.7,139.7,23.1,41.0,Shale-Sand,0.06,4.24,44.95
437.1,554.0,1000.7,True.,,177.8,,36.0,Shale-Sand,0.241,10.83,109.77
491.8,80.0,1108.0,True.,,139.7,,36.0,Shale-Sand,0.086,1.62,57.52
127.4,1076.0,1800.5,False.,,177.8,,79.0,Shale-Sand,0.158,0.87,14.1
81.6,1066.0,2148.5,True.,,177.8,,81.0,Sand,0.322,50.2,898.07
496.8,88.0,995.0,True.,48.1,139.7,23.1,33.0,Sand,0.31,11.31,602.69
513.2,398.0,1862.0,True.,35.7,139.7,25.3,,Shale-Sand,0.154,5.16,36.02
621.9,376.0,830.0,False.,35.7,139.7,20.8,29.0,Shale-Sand,0.109,1.29,10.67
442.8,472.0,1022.0,True.,,139.7,,33.0,Shale-Sand,0.192,5.14,182.43
620.1,532.0,502.0,True.,48.1,177.8,25.3,26.0,Shale-Sand,0.156,3.83,206.92
525.2,178.0,1047.0,False.,35.7,139.7,20.8,33.0,Shale-Sand,0.232,6.54,88.08
603.2,548.0,674.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.162,0.73,21.62
585.5,606.0,720.0,True.,48.1,177.8,25.3,18.0,Shale-Sand,0.104,1.11,9.48
620.6,544.0,438.0,False.,48.7,177.8,34.2,21.0,Shale-Sand,0.119,2.54,4.47
377.0,871.0,1410.0,True.,48.1,,,37.0,Shale-Sand,0.083,2.81,4.51
621.0,366.0,855.0,False.,,139.7,,26.0,Shale-Sand,0.013,0.83,1.41
609.5,530.0,561.0,True.,,139.7,20.8,28.0,Shale-Sand,0.135,1.24,33.11
104.9,1086.0,2052.8,False.,,177.8,,66.0,Shale-Sand,0.17,1.47,27.02
609.8,632.0,2018.0,True.,,,,,Shale-Sand,0.032,0.27,1.46
336.0,306.0,2827.3,True.,,139.7,,74.0,Shale-Sand,0.243,9.29,209.56
576.5,615.0,514.0,True.,48.1,177.8,25.3,25.0,Shale,0.031,0.4,0.77
498.5,173.0,1280.0,True.,35.7,139.7,20.8,32.0,Shale-Sand,0.062,0.36,9.44
303.9,468.0,2778.0,True.,48.1,,,,Shale-Sand,0.05,1.22,22.99
249.0,553.0,2075.0,False.,53.6,139.7,23.1,57.0,Shale-Sand,0.072,2.64,16.79
497.5,286.0,1330.0,False.,35.7,139.7,20.8,41.0,Shale-Sand,0.126,4.07,40.32
452.9,372.0,1680.0,False.,48.1,177.8,34.2,48.0,Shale-Sand,0.127,1.72,36.15
149.8,1135.0,1440.0,False.,35.7,139.7,23.1,60.0,Shale-Sand,0.06,1.58,10.67
108.7,1088.0,1872.1,False.,,177.8,,62.0,Shale-Sand,0.12,6.46,52.95
51.3,758.0,2336.0,False.,53.6,177.8,34.2,67.0,Shale-Sand,0.139,1.13,19.82
122.0,1141.0,1588.0,False.,53.6,,,55.0,Shale,0.022,0.07,0.35
584.2,380.0,869.0,True.,35.7,139.7,20.8,30.0,Sand,0.334,47.23,483.41
595.6,460.0,741.0,True.,53.6,177.8,34.2,26.0,Shale-Sand,0.048,2.16,2.68
611.5,391.0,796.0,False.,35.7,139.7,20.8,35.0,Shale-Sand,0.267,3.29,93.43
132.4,1141.0,1559.4,True.,,177.8,,49.0,Shale-Sand,0.068,1.23,15.7
598.4,540.0,539.0,True.,48.1,177.8,34.2,28.0,Shale-Sand,0.147,7.01,82.58
349.6,484.0,1573.0,False.,35.7,139.7,23.1,50.0,Shale-Sand,0.112,5.3,27.26
600.2,525.0,777.0,True.,35.7,139.7,20.8,28.0,Sand,0.259,5.15,541.84
587.1,530.0,658.0,True.,53.6,177.8,34.2,21.0,Shale-Sand,0.13,3.83,27.2
640.3,464.0,2312.0,True.,62.5,,,,Shale-Sand,0.138,4.49,44.76
38.3,781.0,4348.0,True.,35.7,114.3,22.5,,Shale-Sand,0.046,1.19,5.78
584.0,596.0,629.0,True.,48.1,177.8,25.3,24.0,Shale-Sand,0.104,0.98,5.15
130.8,1102.0,1540.0,False.,48.1,139.7,25.3,75.0,Shale-Sand,0.248,3.34,85.59
109.3,1092.0,1864.8,True.,,114.3,,66.0,Shale-Sand,0.268,4.22,108.82
537.3,242.0,1025.6,False.,,139.7,,39.0,Shale-Sand,0.23,2.33,56.09
141.1,1144.0,1625.0,False.,,,,57.0,Shale-Sand,0.206,7.83,73.69
265.6,442.0,3780.0,True.,,,,,Shale-Sand,0.079,0.64,4.22
638.3,460.0,1457.0,True.,62.5,,,,Shale-Sand,0.031,0.78,5.14
614.0,329.0,1528.0,True.,25.3,114.3,17.3,,Shale-Sand,0.247,16.69,97.03
125.4,1149.0,1625.2,True.,,177.8,,73.0,Shale-Sand,0.101,1.68,51.26
603.6,583.0,370.0,False.,48.1,177.8,29.8,,Shale-Sand,0.197,5.83,36.9
525.5,382.0,1019.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.06,1.63,26.29
364.5,283.0,2767.0,True.,53.6,177.8,38.7,,Shale-Sand,0.107,2.34,23.22
596.7,522.0,622.0,False.,,177.8,,29.0,Shale-Sand,0.229,5.05,41.24
596.3,528.0,630.0,False.,,177.8,,24.0,Shale-Sand,0.171,1.7,104.05
613.1,492.0,613.7,True.,,177.8,,27.0,Shale-Sand,0.219,8.35,149.53
449.9,531.0,979.0,True.,35.7,139.7,20.8,19.0,Shale-Sand,0.088,4.78,14.61
590.2,521.0,651.0,False.,48.7,177.8,38.7,23.0,Shale-Sand,0.108,0.6,2.28
604.8,482.0,672.0,True.,53.6,177.8,34.2,24.0,Shale-Sand,0.168,11.66,105.72
603.1,537.0,662.0,True.,48.1,177.8,29.8,29.0,Shale,0.018,0.19,0.52
418.6,293.0,1731.9,False.,,114.3,,48.0,Shale-Sand,0.091,2.88,26.72
538.5,362.0,1051.6,True.,,114.3,,95.0,Sand,0.254,18.3,295.17
154.6,773.0,2050.0,True.,53.6,139.7,25.3,55.0,Shale-Sand,0.09,2.65,55.3
289.9,465.0,1691.6,False.,,139.7,,45.0,Shale-Sand,0.063,0.5,5.18
568.3,189.0,1015.0,False.,35.7,139.7,25.3,37.0,Shale-Sand,0.111,5.39,75.23
627.3,526.0,734.0,True.,53.6,177.8,34.2,19.0,Sand,0.342,21.45,425.12
431.1,239.0,1685.0,False.,,114.3,,38.0,Shale-Sand,0.145,3.79,53.63
631.9,517.0,525.0,False.,35.7,139.7,20.8,23.0,Shale-Sand,0.147,5.07,48.5
637.8,460.0,1553.0,True.,62.5,,,,Shale-Sand,0.061,1.9,1.82
591.9,539.0,884.0,True.,48.1,177.8,34.2,17.0,Shale-Sand,0.134,1.5,43.08
449.4,545.0,1001.6,False.,,177.8,,27.0,Shale-Sand,0.053,0.69,1.75
584.3,380.0,876.6,False.,,139.7,,36.0,Shale-Sand,0.101,1.15,2.07
450.5,372.0,1670.3,False.,,139.7,,47.0,Shale-Sand,0.127,6.82,70.45
499.0,291.0,1322.0,False.,35.7,114.3,14.1,41.0,Shale-Sand,0.053,0.75,8.0
637.0,539.0,959.0,True.,62.5,,,,Shale-Sand,0.055,0.41,1.48
609.8,419.0,698.0,False.,35.7,139.7,20.8,27.0,Shale-Sand,0.19,15.86,106.17
350.9,881.0,1389.8,False.,48.1,177.8,34.2,,Shale,0.052,0.6,0.3
383.0,437.0,1710.0,False.,,114.3,,59.0,Shale-Sand,0.145,1.15,17.47
585.6,605.0,1520.0,True.,62.5,,,,Shale-Sand,0.121,7.2,12.2
332.3,545.0,1375.0,False.,35.7,139.7,20.8,44.0,Shale-Sand,0.187,9.52,65.79
602.4,530.0,525.0,False.,,177.8,,30.0,Shale-Sand,0.097,0.94,10.46
621.4,377.0,826.5,False.,48.1,177.8,29.8,32.0,Shale-Sand,0.103,0.49,4.51
400.7,316.0,2285.5,True.,35.7,139.7,25.3,56.0,Sand,0.269,12.28,391.12
589.1,540.0,577.0,False.,48.1,177.8,29.8,26.0,Shale-Sand,0.135,3.2,52.47
316.3,444.0,1615.4,False.,,114.3,,46.0,Shale-Sand,0.183,4.43,45.67
598.7,526.0,605.0,False.,,177.8,,23.0,Shale-Sand,0.157,1.04,25.78
309.3,781.0,1783.1,False.,,139.7,,68.0,Shale-Sand,0.197,2.39,57.96
605.0,448.0,654.1,True.,,177.8,,,Sand,0.384,13.67,393.68
627.0,473.0,763.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.045,0.47,3.86
134.2,1134.0,1501.1,False.,,,,52.0,Shale-Sand,0.15,1.69,20.09
616.0,417.0,693.0,False.,35.7,139.7,20.8,24.0,Shale-Sand,0.129,5.95,38.61
608.0,617.0,672.6,True.,,177.8,,28.0,Shale,0.073,0.41,0.49
401.5,503.0,1301.0,True.,,114.3,,50.0,Shale-Sand,0.166,7.01,142.59
566.8,601.0,637.0,True.,53.6,177.8,34.2,,Shale,0.046,0.24,0.75
313.0,459.0,1481.3,True.,,139.7,,,Shale-Sand,0.222,5.14,90.79
312.0,385.0,2087.9,False.,,114.3,,58.0,Shale-Sand,0.062,1.03,14.49
310.0,874.0,1473.0,True.,53.6,,,45.0,Shale-Sand,0.137,3.45,115.05
340.3,201.0,2754.5,True.,,177.8,,,Shale,0.002,0.31,0.37
76.1,769.0,3510.0,True.,53.6,139.7,25.3,65.0,Shale-Sand,0.078,2.7,21.0
624.8,606.0,454.0,True.,48.1,177.8,29.8,24.0,Shale-Sand,0.077,1.96,4.82
604.0,526.0,572.0,False.,48.7,177.8,34.2,26.0,Shale-Sand,0.109,0.81,10.63
112.6,1159.0,1916.0,True.,,,,66.0,Shale-Sand,0.218,1.75,72.39
588.1,477.0,650.0,False.,,177.8,,23.0,Shale-Sand,0.154,13.36,90.35
182.0,676.0,3040.0,True.,17.3,177.8,,,Shale-Sand,0.0,1.62,1.04
565.1,261.0,1087.0,True.,25.3,114.3,14.1,35.0,Shale-Sand,0.233,5.06,204.23
609.8,529.0,639.0,True.,35.7,139.7,20.8,27.0,Shale-Sand,0.251,5.0,129.24
596.1,601.0,465.0,False.,53.6,177.8,38.7,19.0,Shale,0.0,0.78,0.29
640.2,392.0,807.0,False.,,139.7,,29.0,Shale-Sand,0.126,4.02,90.12
613.0,578.0,468.7,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.243,15.56,249.41
81.4,1067.0,1947.0,False.,53.6,177.8,34.2,69.0,Shale-Sand,0.102,2.9,25.77
547.0,385.0,1010.0,False.,35.7,139.7,20.8,32.0,Shale-Sand,0.099,0.47,2.97
165.8,627.0,3953.0,True.,48.1,,,66.0,Shale-Sand,0.013,0.8,0.92
595.9,524.0,645.0,False.,,177.8,,25.0,Shale-Sand,0.18,7.35,44.4
414.4,276.0,1726.7,False.,,114.3,,44.0,Shale-Sand,0.222,7.57,72.19
603.3,456.0,1554.0,True.,,,,,Shale-Sand,0.056,0.36,2.35
461.1,528.0,1531.0,True.,48.1,,,35.0,Shale-Sand,0.183,5.35,84.65
512.4,123.0,1425.0,False.,35.7,139.7,23.1,33.0,Shale-Sand,0.161,6.53,64.43
583.9,596.0,629.0,True.,48.1,177.8,25.3,18.0,Shale-Sand,0.241,14.86,143.4
110.2,1130.0,1615.0,False.,53.6,,,55.0,Shale-Sand,0.214,3.94,100.29
457.1,233.0,1512.7,False.,,139.7,,41.0,Shale-Sand,0.146,3.55,18.42
552.5,96.0,1040.0,True.,35.7,139.7,20.8,32.0,Shale-Sand,0.15,2.91,82.24
628.3,590.0,495.0,True.,48.1,177.8,29.8,24.0,Shale-Sand,0.054,0.51,3.35
493.9,297.0,1315.0,True.,35.7,114.3,14.1,37.0,Shale-Sand,0.201,16.08,164.44
239.8,462.0,4262.9,False.,,244.5,,126.0,Shale-Sand,0.149,3.61,50.18
639.2,400.0,679.7,False.,,114.3,,26.0,Shale-Sand,0.085,1.6,24.63
589.7,528.0,915.5,True.,60.3,177.8,34.2,25.0,Shale-Sand,0.111,1.76,5.56
525.3,174.0,1061.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.22,7.31,129.12
637.1,399.0,714.0,False.,,114.3,,25.0,Shale-Sand,0.193,5.83,83.51
606.9,459.0,715.0,True.,48.1,177.8,25.3,16.0,Shale-Sand,0.251,23.97,177.65
597.7,535.0,634.0,True.,48.1,177.8,34.2,26.0,Shale-Sand,0.209,1.32,32.27
530.7,224.0,1046.1,False.,,114.3,,31.0,Shale-Sand,0.224,4.8,95.41
315.7,464.0,1459.4,True.,,114.3,,,Shale-Sand,0.273,12.44,123.45
306.5,454.0,1605.0,False.,35.7,139.7,23.1,51.0,Shale-Sand,0.149,2.92,31.37
391.5,369.0,2164.1,False.,,139.7,,58.0,Shale-Sand,0.107,3.38,21.97
609.2,586.0,400.0,True.,48.7,177.8,34.2,19.0,Shale-Sand,0.226,6.41,132.48
452.1,107.0,1013.0,False.,,114.3,,31.0,Shale-Sand,0.258,7.17,98.92
552.9,442.0,786.0,False.,35.7,139.7,20.8,100.0,Shale-Sand,0.114,6.09,48.03
463.2,245.0,2696.0,True.,48.1,,,,Shale-Sand,0.104,1.83,34.7
460.8,336.0,1627.0,False.,,139.7,,,Shale-Sand,0.174,2.64,39.37
516.6,97.0,1096.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.032,0.3,0.97
134.5,1110.0,1520.0,False.,48.1,139.7,23.0,58.0,Shale-Sand,0.156,4.5,15.32
563.4,10.0,845.0,False.,35.7,114.3,14.1,29.0,Shale-Sand,0.155,2.54,55.56
612.4,620.0,599.0,True.,,177.8,34.2,22.0,Shale-Sand,0.199,0.73,18.47
619.7,536.0,492.0,False.,48.7,177.8,34.2,20.0,Shale-Sand,0.084,1.27,8.4
475.0,274.0,1345.0,True.,35.7,139.7,20.8,45.0,Shale-Sand,0.256,11.16,272.92
610.3,424.0,1440.0,True.,81.1,,,32.0,Shale-Sand,0.197,3.28,83.9
582.6,616.0,538.0,False.,48.1,177.8,25.3,19.0,Shale-Sand,0.142,3.38,31.47
384.2,452.0,2161.0,False.,,177.8,,60.0,Shale-Sand,0.219,15.85,66.97
451.0,340.0,2040.0,True.,,177.8,,58.0,Shale-Sand,0.167,2.95,27.67
438.3,543.0,1735.0,True.,25.3,114.3,17.3,,Shale-Sand,0.106,0.7,3.39
627.2,602.0,477.0,False.,48.1,177.8,29.8,20.0,Shale-Sand,0.157,2.24,33.32
351.5,363.0,2272.9,False.,,114.3,,54.0,Shale-Sand,0.154,3.69,71.25
115.3,748.0,1458.0,True.,35.7,139.7,25.3,41.0,Shale-Sand,0.278,12.17,149.07
644.7,436.0,650.5,False.,48.1,177.8,25.3,25.0,Shale-Sand,0.187,2.29,96.1
585.1,604.0,598.0,True.,48.1,177.8,29.8,19.0,Shale-Sand,0.294,24.67,161.7
427.6,744.0,531.0,False.,53.6,177.8,34.2,25.0,Shale-Sand,0.154,1.9,19.42
599.1,502.0,582.0,False.,48.1,177.8,25.3,,Shale-Sand,0.027,2.6,14.62
116.8,1075.0,1981.2,False.,,177.8,,66.0,Shale-Sand,0.14,15.3,54.55
637.8,256.0,908.0,False.,35.7,139.7,20.8,27.0,Shale-Sand,0.2,0.89,33.25
597.5,526.0,615.0,True.,,177.8,,24.0,Sand,0.304,12.38,531.24
595.2,528.0,628.0,False.,48.1,177.8,25.3,28.0,Shale-Sand,0.149,2.19,22.63
304.7,374.0,2286.0,False.,,139.7,,75.0,Shale-Sand,0.185,3.33,37.24
362.0,373.0,1902.0,False.,,114.3,,48.0,Shale-Sand,0.157,2.48,28.82
603.5,421.0,1670.0,True.,35.7,139.7,23.1,,Shale-Sand,0.225,6.82,83.71
71.3,713.0,2274.0,True.,,139.7,,68.0,Shale-Sand,0.16,3.64,125.99
592.1,513.0,659.0,False.,,177.8,,26.0,Shale-Sand,0.091,0.28,1.12
505.2,169.0,1080.0,False.,35.7,139.7,20.8,34.0,Shale-Sand,0.124,2.92,32.56
351.9,701.0,1674.9,False.,,114.3,,52.0,Shale-Sand,0.091,2.94,38.27
596.2,545.0,543.0,True.,48.1,177.8,29.8,24.0,Shale-Sand,0.11,1.72,10.49
487.9,356.0,1310.0,False.,35.7,139.7,20.8,44.0,Shale-Sand,0.182,6.98,93.41
413.5,360.0,1443.2,False.,,114.3,,42.0,Shale-Sand,0.135,7.16,63.6
640.5,405.0,1699.0,True.,48.0,,,,Shale-Sand,0.148,4.79,65.24
310.8,753.0,3005.0,True.,35.7,139.7,25.3,,Shale-Sand,0.199,3.18,90.13
506.8,169.0,1083.6,False.,,139.7,,32.0,Shale-Sand,0.234,3.2,84.51
308.9,371.0,2298.0,False.,,177.8,,56.0,Shale,0.019,0.58,0.36
620.6,544.0,438.0,False.,48.7,177.8,34.2,21.0,Shale-Sand,0.031,0.36,1.87
375.0,429.0,2142.5,False.,35.7,139.7,23.1,64.0,Shale-Sand,0.068,2.32,37.41
524.0,170.0,1112.0,True.,35.7,139.7,20.8,24.0,Shale-Sand,0.108,0.91,16.87
80.0,775.0,3572.0,True.,53.6,,,,Shale-Sand,0.117,2.32,63.71
596.9,510.0,669.0,True.,48.1,177.8,29.8,23.0,Shale-Sand,0.013,0.63,1.21
614.6,617.0,549.0,True.,,177.8,34.2,25.0,Sand,0.337,30.43,368.52
574.1,616.0,752.0,True.,48.1,177.8,25.3,,Sand,0.223,7.71,322.62
568.1,593.0,603.0,True.,53.6,177.8,34.2,,Sand,0.31,4.59,324.15
322.9,479.0,1252.7,True.,,114.3,,,Shale-Sand,0.191,9.39,164.24
530.3,393.0,929.6,False.,,114.3,,34.0,Shale-Sand,0.051,0.55,11.54
614.3,490.0,620.0,False.,,177.8,,26.0,Shale-Sand,0.194,1.84,80.69
601.1,544.0,578.0,True.,48.1,177.8,25.3,20.0,Shale-Sand,0.091,1.31,16.69
435.3,305.0,1534.0,False.,35.7,139.7,23.1,,Shale-Sand,0.052,0.51,2.22
548.0,266.0,1060.7,False.,,139.7,,32.0,Shale-Sand,0.09,1.05,3.01
587.1,611.0,717.0,True.,53.6,177.8,25.3,24.0,Shale,0.019,0.52,0.37
599.5,502.0,703.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.149,16.59,114.57
415.6,303.0,1715.0,False.,,139.7,,53.0,Shale-Sand,0.0,0.21,1.53
451.4,329.0,1393.0,False.,35.7,139.7,20.8,38.0,Shale-Sand,0.148,3.12,64.88
518.7,398.0,1135.0,False.,35.7,139.7,20.8,29.0,Shale-Sand,0.195,8.97,53.7
519.3,60.0,883.9,False.,,114.3,,26.0,Shale-Sand,0.118,2.12,35.07
314.6,367.0,2172.0,False.,53.6,,,47.0,Shale-Sand,0.076,8.52,28.04
611.3,573.0,579.0,True.,48.1,177.8,25.3,32.0,Shale-Sand,0.075,0.53,0.97
83.9,727.0,1950.0,True.,,139.7,,61.0,Shale-Sand,0.206,4.7,157.33
368.5,330.0,2654.8,False.,,177.8,,,Shale-Sand,0.06,5.24,48.49
607.4,447.0,612.3,False.,,177.8,,28.0,Shale-Sand,0.162,6.33,51.62
527.1,378.0,1049.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.24,20.09,90.82
300.5,419.0,1956.8,True.,,114.3,,53.0,Shale-Sand,0.277,6.15,222.5
365.5,573.0,1124.0,True.,35.7,139.7,23.0,36.0,Shale-Sand,0.184,5.51,109.54
135.7,1133.0,1502.7,True.,,139.7,,61.0,Shale,0.0,0.11,0.25
606.4,117.0,990.0,True.,35.7,139.7,20.8,30.0,Shale-Sand,0.276,13.46,280.07
616.3,588.0,454.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.104,0.6,56.33
443.9,467.0,1031.0,False.,35.7,139.7,23.1,35.0,Shale-Sand,0.101,1.72,34.63
345.0,536.0,1426.0,True.,35.7,139.7,20.8,,Shale-Sand,0.202,2.98,166.96
508.3,167.0,1085.1,False.,,139.7,,33.0,Shale-Sand,0.217,2.39,40.34
308.3,369.0,2275.0,True.,53.6,,,61.0,Shale-Sand,0.146,13.89,129.33
637.1,400.0,680.3,False.,,114.3,,26.0,Shale-Sand,0.113,1.81,4.28
127.0,1088.0,1664.0,True.,53.6,,,78.0,Sand,0.237,18.72,490.38
464.0,549.0,1140.0,True.,35.7,,,38.0,Shale-Sand,0.079,0.94,14.11
326.5,346.0,2740.0,False.,53.6,,,70.0,Shale-Sand,0.208,0.73,34.11
634.3,407.0,688.0,False.,35.7,139.7,23.1,28.0,Shale-Sand,0.218,0.99,10.62
82.1,1066.0,2008.0,False.,35.7,139.7,23.1,80.0,Shale-Sand,0.093,3.5,37.66
456.5,363.0,1625.0,True.,,177.8,,53.0,Shale-Sand,0.241,0.83,56.39
588.3,509.0,650.0,True.,53.6,177.8,53.6,23.0,Shale-Sand,0.237,3.5,66.92
160.6,645.0,3507.6,False.,,114.3,,79.0,Shale-Sand,0.165,1.31,3.21
407.0,363.0,1488.9,False.,,139.7,,44.0,Shale-Sand,0.0,1.05,0.95
502.4,171.0,1120.0,False.,35.7,139.7,20.8,39.0,Shale-Sand,0.088,2.67,21.76
613.5,390.0,834.0,False.,35.7,139.7,20.8,33.0,Shale-Sand,0.209,5.56,84.59
425.2,408.0,1582.0,True.,35.7,139.7,23.1,52.0,Shale-Sand,0.147,6.18,38.71
447.1,467.0,1025.0,True.,35.7,139.7,23.1,34.0,Shale-Sand,0.158,7.83,159.81
631.2,584.0,574.0,True.,48.1,177.8,29.8,24.0,Shale-Sand,0.155,15.28,77.07
439.4,478.0,1013.2,False.,,139.7,,,Shale-Sand,0.161,3.92,104.42
550.2,335.0,944.0,False.,,114.3,,27.0,Shale-Sand,0.172,9.49,102.74
491.6,305.0,1308.0,True.,35.7,114.3,14.1,37.0,Shale-Sand,0.237,9.48,159.72
628.3,590.0,534.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.207,7.05,93.79
635.9,539.0,776.0,True.,60.3,177.8,34.2,28.0,Shale-Sand,0.114,1.17,14.19
497.2,81.0,979.9,False.,,139.7,,31.0,Shale-Sand,0.075,4.14,9.29
641.9,463.0,1990.0,True.,62.5,,,,Shale-Sand,0.075,3.51,1.45
578.7,607.0,706.0,True.,48.1,177.8,25.3,18.0,Shale-Sand,0.143,1.38,12.81
626.6,339.0,871.0,True.,35.7,139.7,20.8,26.0,Shale-Sand,0.091,1.45,49.89
56.7,875.0,2818.0,True.,48.1,,,,Shale-Sand,0.223,13.15,160.22
596.4,507.0,690.0,True.,53.6,177.8,34.2,29.0,Shale-Sand,0.131,0.63,18.65
627.8,523.0,674.0,True.,53.6,177.8,34.2,14.0,Shale-Sand,0.203,1.95,111.52
589.7,595.0,600.0,True.,48.1,177.8,25.3,27.0,Shale-Sand,0.151,6.34,75.15
574.3,605.0,617.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.064,1.44,7.74
635.0,366.0,824.0,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.093,4.2,25.11
583.4,317.0,899.2,False.,,114.3,,27.0,Shale-Sand,0.059,0.53,3.78
593.9,528.0,645.0,False.,,177.8,,22.0,Shale-Sand,0.16,5.01,82.05
508.6,127.0,1415.0,False.,35.7,139.7,20.8,42.0,Shale-Sand,0.162,2.66,21.19
602.9,196.0,964.0,False.,48.1,177.8,34.2,32.0,Shale-Sand,0.0,0.46,1.22
612.7,390.0,865.0,True.,35.7,139.7,20.8,32.0,Shale-Sand,0.241,12.34,75.09
317.6,446.0,1609.0,False.,35.7,139.7,25.3,,Shale-Sand,0.184,5.0,68.41
615.9,618.0,528.4,True.,,177.8,34.2,21.0,Shale-Sand,0.162,6.67,181.91
614.3,621.0,522.0,True.,,177.8,,23.0,Shale-Sand,0.166,0.82,31.15
607.7,115.0,860.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.089,3.68,51.03
632.3,498.0,568.0,False.,48.1,177.8,29.8,26.0,Shale-Sand,0.167,1.33,59.17
609.8,529.0,561.0,True.,,139.7,20.8,29.0,Shale-Sand,0.023,0.54,2.07
542.3,147.0,983.0,True.,35.7,139.7,20.8,31.0,Sand,0.35,13.23,511.86
67.9,772.0,4134.0,True.,53.6,,,,Shale-Sand,0.13,3.04,44.39
441.4,551.0,1001.9,False.,,177.8,,,Shale-Sand,0.032,0.51,3.09
615.3,620.0,767.0,True.,,177.8,34.2,,Shale-Sand,0.163,8.67,80.45
532.4,85.0,925.0,False.,35.7,139.7,23.1,30.0,Shale-Sand,0.157,3.15,30.12
434.4,363.0,1856.0,False.,48.1,177.8,34.2,51.0,Shale-Sand,0.164,5.21,38.04
635.9,459.0,1794.0,True.,62.5,,,,Shale-Sand,0.122,6.29,22.78
583.6,132.0,1043.0,True.,35.7,,,35.0,Shale-Sand,0.193,6.89,78.25
621.8,618.0,897.0,True.,60.3,114.3,,,Shale-Sand,0.192,4.45,92.92
452.9,534.0,980.0,True.,35.7,139.7,20.8,32.0,Shale-Sand,0.189,2.17,199.75
